_id,date,open,high,low,close,volume,symbol,daily_return,ma5,ma10,ma20,ma50,close_to_ma5,close_to_ma20,close_to_ma50,ma5_to_ma20,high_to_low,close_to_open,volatility,true_range,atr14,atr_pct,bollinger_pctb,macd,macd_signal,macd_hist,roc5,roc10,roc20,vol_ma20,volume_ratio,volume_z,prev_close,gap,rsi,market_return,relative_return,daily_return_xrank,rsi_xrank,volume_ratio_xrank,roc10_xrank,dow_sin,dow_cos,target_1d,target_5d,target_10d,target_20d
6a5a8dcb16f18d96738e542c,2000-05-03,58.03415590099474,58.33176441746713,53.3467805008147,54.46282196044922,2327390.0,A,-0.0919524358709107,54.95574111938477,53.392355346679686,59.68449935913086,56.01561195373535,0.9910306155679888,0.9125120012084356,0.9722793351915638,0.9207707478536408,1.093444887562462,0.938461516421075,0.1119192714497843,6.631159104898188,8.35768417393385,0.1534566860760284,-0.310286303369205,-0.0331733803642009,-0.0206105739864124,-0.0125628063777884,-0.0013642398762335,0.0639536105529852,-0.1991245799178431,2458243.15,0.946769647258039,-0.1224462583230933,59.97793960571289,-0.0324083109085148,42.43717281866407,-0.0919524358709107,0.0,1.0,1.0,1.0,1.0,0.5877852522924732,-0.8090169943749473,-0.0006832619112758,-0.0327866959650139,-0.2486338615476488,-0.2793715420600824
6a5a8dcb16f18d96738e542e,2000-05-05,53.68158208174604,55.61605613905595,53.34677097336625,54.42560958862305,1263373.0,A,-0.0006832619112758,55.12686538696289,53.47791748046875,58.98325252532959,56.24700424194336,0.9872792366609244,0.92272988092719,0.96761792583367,0.934618947199346,1.0425383788720273,1.0138600143268022,0.1118906860661928,2.269285165689702,7.244302919919717,0.1331046721083119,-0.2769719708140345,-0.0334624109156506,-0.02318094137226,-0.0102814695433905,0.0159720277310109,0.0159720277310109,-0.2048915230245376,2394997.65,0.5275049017271457,-1.0276022612857243,54.46282196044922,-0.0143444621567179,49.11927307242869,-0.0006832619112758,0.0,1.0,1.0,1.0,1.0,-0.9510565162951536,0.3090169943749472,-0.0731370029760963,-0.14695836599728,-0.1756660857944326,-0.1414900753623313
6a5a8dcb16f18d96738e542f,2000-05-08,54.68604404013536,54.68604404013536,50.3334788117959,50.44508361816406,1078277.0,A,-0.0731370029760963,54.41260147094727,53.79040832519532,57.95091457366944,56.46277252197265,0.927084576829644,0.8704795080555896,0.8934220080956703,0.938942928888317,1.0864745557077344,0.92244894459575,0.1123551377091457,4.352565228339458,6.215953423296904,0.1232221849232194,-0.4739824856139431,-0.0422112456845313,-0.0269870022347143,-0.015224243449817,-0.0661154643520275,0.0660375502833603,-0.2904237429103417,2350513.25,0.4587410855905601,-1.1191559609322943,54.42560958862305,0.0047851451445919,30.452623986746477,-0.0731370029760963,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.091445654814065,-0.1622418421192193,-0.1312683968208208,-0.1061947346105678
6a5a8dcb16f18d96738e5431,2000-05-10,47.02254344980777,47.4317567287121,45.08806913394167,45.83209991455078,1601409.0,A,-0.091445654814065,53.0287109375,53.1951847076416,56.67118740081787,56.57437644958496,0.8642884033128001,0.8087372438891578,0.8101211676153754,0.9357261310423404,1.0519802162582812,0.9746835569140468,0.1136873628275207,5.35701448422239,5.891770626844556,0.1285511821745816,-0.7047267699060611,-0.0592268183827615,-0.0334349654643237,-0.0257918529184377,-0.1311705974247538,-0.1149427920671254,-0.35833328081625,2369057.7,0.6759687617570451,-0.6851206467475848,50.44508361816406,-0.0678468530964125,32.91387299706075,-0.091445654814065,0.0,1.0,1.0,1.0,1.0,0.5877852522924732,-0.8090169943749473,0.1452922733238948,-0.1347402872226586,-0.0519478370488315,-0.0243504368895541
6a5a8dcb16f18d96738e5434,2000-05-15,53.56999192201251,54.165208975618846,50.66828021709148,52.49114990234375,4442844.0,A,0.1452922733238948,51.53135299682617,53.25098724365235,55.89553928375244,56.81023323059082,1.018625493791914,0.9390937195628916,0.9239734975219026,0.92192245835592,1.069016132634745,0.979861075375222,0.1189226186643653,8.333109061068065,5.461298309203784,0.1040422684266536,-0.2345525919348626,-0.0497377478057818,-0.0366955219326153,-0.0130422258731664,-0.1248257234674334,0.0107450758071294,-0.228118003889634,2548861.45,1.7430700283846274,1.6449059938025112,45.83209991455078,0.1688312778642025,51.39832949002359,0.1452922733238948,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.003543760864636,-0.3423104540127275,-0.2402551846473336,-0.1481217625734106
6a5a8dcb16f18d96738e5435,2000-05-16,53.64440021410199,57.69935042741996,52.37955423222896,52.67716598510742,5770804.0,A,0.003543760864636,51.17422180175781,53.06498146057129,54.9841064453125,57.01260879516602,1.0293691651800418,0.9580435034971424,0.9239564210282945,0.9307093467700324,1.1015624562322472,0.981969520864174,0.1183942754261687,5.319796195190996,5.373609141727861,0.1020102171446913,-0.181296690694121,-0.0471732913070121,-0.0387910758074947,-0.0083822154995173,-0.0327866957874224,-0.0341062067458528,-0.2570826493624545,2767774.25,2.084998081039297,2.269220120485101,52.49114990234375,0.0219703760287988,48.99372325765578,0.003543760864636,0.0,1.0,1.0,1.0,1.0,0.9510565162951536,0.3090169943749474,-0.118644481429977,-0.2231639751281413,-0.2189266670481233,-0.1475989977143547
6a5a8dcb16f18d96738e5436,2000-05-17,49.55222500447751,49.84983662320049,45.72048612663749,46.42731094360352,12450728.0,A,-0.118644481429977,49.57456207275391,52.3507137298584,53.97222919464112,57.1078441619873,0.9365147969658968,0.8602073997642328,0.8129760738959426,0.9185198166410172,1.090317291776432,0.9369369575238852,0.1204540689201597,6.956679858469933,5.150403595169736,0.1109347814762892,-0.6280972005544379,-0.0615286760378565,-0.0433385958535671,-0.0181900801842894,-0.1469583658405446,-0.133333561204043,-0.3035714203968551,3327792.1,3.7414380543784462,3.653641456458292,52.67716598510742,-0.0593224964099273,48.99367691560455,-0.118644481429977,0.0,1.0,1.0,1.0,1.0,0.5877852522924732,-0.8090169943749473,-0.089743095700547,-0.0336533632479358,-0.0913458874008348,-0.0544868591948943
6a5a8dcb16f18d96738e5437,2000-05-18,46.42733569501382,46.98535658725474,42.260780334472656,42.260780334472656,6153437.0,A,-0.089743095700547,47.93770141601563,51.17515144348145,53.30260391235352,57.13462936401367,0.8815771110697826,0.7928464507293939,0.7396701579671744,0.8993500858953719,1.11179576440074,0.9102564188258772,0.1164967532903102,4.724576252782086,4.940481302332425,0.1169046397643861,-0.8451587432133527,-0.0815794931252404,-0.0509867753079017,-0.0305927178173386,-0.1622418419531459,-0.2176306115871129,-0.2406417772081012,3459469.75,1.778722591807598,1.045875018251167,46.42731094360352,5.329063816894575e-07,39.193758088967606,-0.089743095700547,0.0,1.0,1.0,1.0,1.0,-0.587785252292473,-0.8090169943749475,-0.0616200339218353,0.0369718215232728,-0.0704230121864807,-0.0105636099940108
6a5a8dcb16f18d96738e5438,2000-05-19,43.26520288199495,44.45564642038387,39.3590579385301,39.65666961669922,5261093.0,A,-0.0616200339218353,46.702615356445314,49.86566314697266,51.65458335876465,57.11230834960938,0.8491316665145816,0.7677279929563708,0.6943629272870534,0.9041330373925004,1.1294895949623232,0.9165950224640368,0.0907702345506041,5.096588481853772,5.052085401197603,0.1273956045415432,-1.0956248538143585,-0.1028602546306978,-0.061361471172461,-0.0414987834582368,-0.1347402870338696,-0.2482369205112079,-0.4538933644713117,3573763.2,1.4721437055482538,0.6480390461011432,42.260780334472656,0.023767250139139,36.80529680215224,-0.0616200339218353,0.0,1.0,1.0,1.0,1.0,-0.9510565162951536,0.3090169943749472,-0.1294558799848938,0.0956850858905842,0.0365853069379504,0.0375235742579034
6a5a8dcb16f18d96738e543a,2000-05-23,36.86656829562859,37.64779860086763,33.667248118529734,34.52288055419922,5214680.0,A,-0.1294558799848938,43.108961486816405,47.32015724182129,50.19256992340088,56.98954360961914,0.8008283975188948,0.6878085860119668,0.6057756978126496,0.8588713736717701,1.1182321304414768,0.936427829897269,0.0912044576864738,5.989421498169484,5.169003987551557,0.1497269029430845,-1.315709557607608,-0.1430035269606167,-0.0776898823300921,-0.0653136446305246,-0.3423104538874322,-0.4244070272979013,-0.4585762943948915,3686693.65,1.4144598100794152,0.5822132208936351,39.65666961669922,-0.0703564206811802,29.59805251556682,-0.1294558799848938,0.0,1.0,1.0,1.0,1.0,0.9510565162951536,0.3090169943749474,0.1853448952183909,0.1551724058379648,0.1681037251342034,0.163793101206036
6a5a8dcb16f18d96738e543c,2000-05-25,35.26691036080168,40.9215202331543,34.67169010672074,40.9215202331543,7678096.0,A,0.1853448952183909,40.75783233642578,45.966027069091794,49.679191207885744,56.9977278137207,1.004016108740456,0.8237155080419573,0.7179500270557104,0.8204206094593574,1.1802574404476325,1.160337545957363,0.0935351695780176,6.398639678955078,5.389555277817915,0.131704668980853,-0.6953662659939199,-0.1232179143840506,-0.0867954887408838,-0.0364224256431667,-0.2231639749806702,-0.2486338614096894,-0.2005812839995844,3853020.7,1.9927471451165524,1.3808114981663102,34.52288055419922,0.02155178781269,38.39195731435069,0.1853448952183909,0.0,1.0,1.0,1.0,1.0,-0.587785252292473,-0.8090169943749475,0.0963638578878567,0.0054545718188672,-0.0409090576690699,0.0036363189845662
6a5a8dcb16f18d96738e543e,2000-05-30,39.39627193278369,45.49729880774238,39.32186978538926,44.86487579345703,5338822.0,A,0.0963638578878567,40.44534530639648,45.0099536895752,49.24393558502197,57.10709983825684,1.1092716712513486,0.911074130273056,0.7856269345260142,0.8213264195415987,1.1570482035693337,1.138810186370313,0.0956775494618832,6.175429022353121,5.649965104225187,0.1259329264384107,-0.3467243188030613,-0.1059356190081087,-0.0906235147943288,-0.0153121042137798,-0.033653363039794,-0.175666085642972,-0.1624998015032488,3933133.1,1.357396727814776,0.5038818707690547,40.9215202331543,-0.0372725231444881,42.1078165882446,0.0963638578878567,0.0,1.0,1.0,1.0,1.0,0.9510565162951536,0.3090169943749474,-0.023217213961533,-0.0597016869115801,0.0414589399414473,-0.0580430776269689
6a5a8dcb16f18d96738e543f,2000-05-31,44.04644800030545,46.53894069407222,43.30242014101456,43.823238372802734,4408313.0,A,-0.023217213961533,40.7578369140625,44.34776916503906,49.06908874511719,57.13834899902344,1.075210111234595,0.8930925656986571,0.7669671793611337,0.8306214349621901,1.0747422553236168,0.9949324032337296,0.0921309189784473,3.236520553057659,5.719053200238561,0.1305027517656671,-0.4086488218559425,-0.1039385012256222,-0.0932865120805875,-0.0106519891450346,0.0369718217686472,-0.1312683966486074,-0.0738994897095456,4015671.0,1.0977774324639615,0.1413652236798791,44.86487579345703,-0.0182420610442994,42.27055549889792,-0.023217213961533,0.0,1.0,1.0,1.0,1.0,0.5877852522924732,-0.8090169943749473,-0.008489032772374,-0.10356581701913,0.028862380411323,0.0466893318197683
